Item ID,Vintage,Wine Name,Format,Region,Quantity,Reserve,Condition Issue,wine_type
10857311,2018,Raul Pérez La Vizcaina Las Gundiñas Lomas De Valtuille,750ml,"Spain, Castilla-Leon, Bierzo",2,60,,Red
10857269,2019,Raul Pérez La Vizcaina Las Gundiñas Lomas De Valtuille,750ml,"Spain, Castilla-Leon, Bierzo",1,25,Light label condition issue,Red
10857270,2019,Raul Pérez La Vizcaina Las Gundiñas Lomas De Valtuille,750ml,"Spain, Castilla-Leon, Bierzo",1,25,,Red
10857093,2014,Raul Pérez Ultreia de Paluezas,750ml,"Spain, Castilla-Leon, Bierzo",1,50,,Red
10857543,2016,Raul Pérez Ultreia de Paluezas,750ml,"Spain, Castilla-Leon, Bierzo",1,50,Light label condition issue,Red
10857546,2016,Raul Pérez Ultreia Godello,750ml,"Spain, Castilla-Leon, Bierzo",1,35,,White
10857469,2019,Raul Pérez Ultreia Godello,750ml,"Spain, Castilla-Leon, Bierzo",1,35,,White
10857548,2015,Raul Pérez Ultreia La Claudina,750ml,"Spain, Castilla-Leon, Bierzo",1,45,,Red
10857549,2016,Raul Pérez Ultreia La Claudina,750ml,"Spain, Castilla-Leon, Bierzo",1,40,,Red
10857449,2014,Raul Pérez Ultreia Mencia Rapolao,750ml,"Spain, Castilla-Leon, Bierzo",1,45,Light label condition issue,Red
10857493,2016,Raul Pérez Ultreia Saint Jacques,750ml,"Spain, Castilla-Leon, Bierzo",2,25,,Red
10857494,2018,Raul Pérez Ultreia Saint Jacques,750ml,"Spain, Castilla-Leon, Bierzo",1,25,,Red
10857420,2020,Raul Pérez Ultreia Saint Jacques,750ml,"Spain, Castilla-Leon, Bierzo",2,20,,Red
10857771,2020,Raventós i Blanc Blanc de Blancs,750ml,Spain,1,20,,Sparkling
10858267,2015,Rene Leclerc Bourgogne Rouge,750ml,"France, Burgundy",1,25,Light label condition issue,Red
10857240,2020,Rene Rostaing Condrieu La Bonnette,750ml,"France, Rhône Valley, Northern Rhône",1,60,,White
10857292,2022,Rene Rostaing Condrieu La Bonnette,750ml,"France, Rhône Valley, Northern Rhône",1,50,,White
10857289,2021,Rene Rostaing Cote-Rotie Ampodium,750ml,"France, Rhône Valley, Northern Rhône",1,45,,Red
10857138,2020,Rene Rostaing Les Lezardes Viognier,750ml,"France, Rhône Valley, Southern Rhône",1,25,,White
10865092,2016,Roger Sabon Chateauneuf du Pape Le Secret des Sabon,750ml,"France, Rhône Valley, Southern Rhône",1,105,,Red
10865170,2022,Roland Lavantureux Bourgogne Tonnerre,750ml,"France, Burgundy, Bourgogne",12,30,,White
10865172,2023,Roland Lavantureux Chablis Vaux Carres,750ml,"France, Burgundy, Chablis",11,35,,White
10865173,2020,Ruffino Chianti Classico Riserva Ducale (Gold Label),750ml,"Italy, Tuscany, Chianti Classico",6,25,,Red
10865174,2021,Ruffino Chianti Classico Riserva Ducale (Tan Label),750ml,"Italy, Tuscany, Chianti Classico",36,25,,Red
10857786,NV,Ruinart Brut Rosé,750ml,"France, Champagne",1,70,,Sparkling
10864952,1998,San Rustico Ripasso della Valpolicella Classico Superiore Vigneti del Gaso,750ml,"Italy, Veneto, Valpolicella Ripasso",1,20,,Red
10864935,1995,Sierra Cantabria Crianza Vendimia Especial,750ml,"Spain, Rioja",1,20,,Red
10865181,NV,Taittinger Brut La Francaise,750ml,"France, Champagne",12,35,,Sparkling
10858037,NV,Taittinger Brut La Francaise,750ml,"France, Champagne",1,35,Light label condition issue,Sparkling
10865025,2006,Tenuta Caparzo Brunello di Montalcino,750ml,"Italy, Tuscany, Brunello di Montalcino",12,55,,Red
10857605,2019,Tenuta Delle Terre Nere Etna Bianco Calderara Sottana Cuvée delle Vigne Niche,750ml,"Italy, Sicily, Etna",1,45,,White
10857617,2020,Tenuta Delle Terre Nere Etna Bianco Calderara Sottana Cuvée delle Vigne Niche,750ml,"Italy, Sicily, Etna",1,45,,White
10857606,2019,Tenuta Delle Terre Nere Etna Bianco Montalto Cuvée delle Vigne Niche,750ml,"Italy, Sicily, Etna",1,35,,White
10857607,2019,Tenuta Delle Terre Nere Etna Bianco Santo Spirito Cuvée delle Vigne Niche,750ml,"Italy, Sicily, Etna",1,40,,White
10857623,2020,Tenuta Delle Terre Nere Etna Bianco Santo Spirito Cuvée delle Vigne Niche,750ml,"Italy, Sicily, Etna",1,40,,White
10857631,2017,Tenuta Delle Terre Nere Etna Rosso Calderara Sottana,750ml,"Italy, Sicily, Etna",1,65,,Red
10857645,2019,Tenuta Delle Terre Nere Etna Rosso Calderara Sottana,750ml,"Italy, Sicily, Etna",1,50,,Red
10857657,2020,Tenuta Delle Terre Nere Etna Rosso Calderara Sottana,750ml,"Italy, Sicily, Etna",1,45,,Red
10857628,2017,Tenuta Delle Terre Nere Etna Rosso Feudo di Mezzo Il Quadro delle Rose,750ml,"Italy, Sicily, Etna",1,65,,Red
10857646,2019,Tenuta Delle Terre Nere Etna Rosso Feudo di Mezzo Il Quadro delle Rose,750ml,"Italy, Sicily, Etna",1,50,,Red
10857659,2020,Tenuta Delle Terre Nere Etna Rosso Feudo di Mezzo Il Quadro delle Rose,750ml,"Italy, Sicily, Etna",1,55,,Red
10857639,2018,Tenuta Delle Terre Nere Etna Rosso Guardiola,750ml,"Italy, Sicily, Etna",1,45,,Red
10857644,2019,Tenuta Delle Terre Nere Etna Rosso Guardiola,750ml,"Italy, Sicily, Etna",1,45,,Red
10857662,2020,Tenuta Delle Terre Nere Etna Rosso Guardiola,750ml,"Italy, Sicily, Etna",1,55,,Red
10857632,2017,Tenuta Delle Terre Nere Etna Rosso La Vigna Di Don Peppino Prephylloxera,750ml,"Italy, Sicily, Etna",1,125,,Red
10857640,2018,Tenuta Delle Terre Nere Etna Rosso Moganazzi Vecchie Vigne,750ml,"Italy, Sicily, Etna",1,40,,Red
10857616,2019,Tenuta Delle Terre Nere Etna Rosso Moganazzi Vecchie Vigne,750ml,"Italy, Sicily, Etna",1,40,,Red
10857658,2020,Tenuta Delle Terre Nere Etna Rosso Moganazzi Vecchie Vigne,750ml,"Italy, Sicily, Etna",1,35,,Red
10857625,2016,Tenuta Delle Terre Nere Etna Rosso Santo Spirito Vecchie Vigne,750ml,"Italy, Sicily, Etna",1,80,,Red
10857637,2018,Tenuta Delle Terre Nere Etna Rosso Santo Spirito Vecchie Vigne,750ml,"Italy, Sicily, Etna",1,50,,Red
10857647,2019,Tenuta Delle Terre Nere Etna Rosso Santo Spirito Vecchie Vigne,750ml,"Italy, Sicily, Etna",1,50,Light label condition issue,Red
10857661,2020,Tenuta Delle Terre Nere Etna Rosso Santo Spirito Vecchie Vigne,750ml,"Italy, Sicily, Etna",1,45,,Red
10857630,2017,Tenuta Delle Terre Nere San Lorenzo Vecchie Vigne,750ml,"Italy, Sicily, Etna",1,45,,Red
10857638,2018,Tenuta Delle Terre Nere San Lorenzo Vecchie Vigne,750ml,"Italy, Sicily, Etna",1,45,,Red
10857615,2019,Tenuta Delle Terre Nere San Lorenzo Vecchie Vigne,750ml,"Italy, Sicily, Etna",1,50,,Red
10857660,2020,Tenuta Delle Terre Nere San Lorenzo Vecchie Vigne,750ml,"Italy, Sicily, Etna",1,50,,Red
10857624,2015,Tenuta Dell'Ornellaia Poggio alle Gazze,750ml,"Italy, Tuscany",1,45,,White
10863420,2014,Tenuta San Guido Sassicaia,375ml,"Italy, Tuscany, Bolgheri-Sassicaia",2,125,,Red
10857835,2016,Tenuta Villa Rosa Chianti Classico Gran Selezione,750ml,"Italy, Tuscany, Chianti Classico",2,40,,Red
10857817,2019,Thibault Liger-Belair Nuits St. Georges La Charmotte,750ml,"France, Burgundy, Côte d'Or",3,70,Label condition issue,Red
10857818,2019,Thibault Liger-Belair Nuits St. Georges La Charmotte,750ml,"France, Burgundy, Côte d'Or",2,70,Light label condition issue,Red
10857816,2019,Thibault Liger-Belair Nuits St. Georges La Charmotte,750ml,"France, Burgundy, Côte d'Or",1,70,,Red
10863725,2016,Thibault Liger-Belair Vosne-Romanee Aux Reas,750ml,"France, Burgundy, Côte d'Or",2,115,Light label condition issue,Red
10857686,2022,Thomas Labille Chablis,750ml,"France, Burgundy, Chablis",1,20,Light label condition issue,White
10857704,2022,Thomas Labille Chablis,750ml,"France, Burgundy, Chablis",1,20,,White
10863680,2018,Trediberri Barolo del Comune di La Morra,750ml,"Italy, Piedmont, Barolo",1,35,,Red
10857574,2016,Trimbach Riesling Geisberg,750ml,"France, Alsace, Geisberg",1,70,,White
10857601,2016,Trimbach Riesling Mandelberg,750ml,"France, Alsace, Mandelberg",1,60,,White
10857602,2016,Trimbach Riesling Schlossberg,750ml,"France, Alsace, Schlossberg",1,75,,White
10857575,2017,Trimbach Riesling Schlossberg,750ml,"France, Alsace, Schlossberg",1,70,,White
10864236,2008,Tua Rita Syrah,750ml,"Italy, Tuscany",1,125,Base neck fill,Red
10863623,2016,Uccelliera Brunello di Montalcino,750ml,"Italy, Tuscany, Brunello di Montalcino",2,65,,Red
10857700,NV,Union de Saint-Gall Brut Grand Cru Blanc de Blancs,750ml,"France, Champagne",2,40,,Sparkling
10857710,2021,Venica & Venica Sauvignon Blanc Ronco delle Mele,750ml,"Italy, Friuli-Venezia-Giulia, Collio",6,25,,White
10858038,NV,Veuve Clicquot Ponsardin Brut,750ml,"France, Champagne",2,40,,Sparkling
10863761,2021,Vietti Barbera D'Alba Scarrone,750ml,"Italy, Piedmont, Barbera di Alba",6,40,,Red
10864953,2009,Vietti Barbera d'Alba Scarrone Vigna Vecchia,750ml,"Italy, Piedmont, Barbera di Alba",6,65,,Red
10865084,2009,Vietti Barbera d'Alba Scarrone Vigna Vecchia,1.5ltr,"Italy, Piedmont, Barbera di Alba",1,130,,Red
10857621,2013,Vietti Barolo Brunate,750ml,"Italy, Piedmont, Barolo",1,130,,Red
10857603,2017,Vietti Barolo Brunate,750ml,"Italy, Piedmont, Barolo",1,150,,Red
10857622,2019,Vietti Barolo Brunate,750ml,"Italy, Piedmont, Barolo",1,140,,Red
10857634,2019,Vietti Barolo Cerequio,750ml,"Italy, Piedmont, Barolo",1,130,,Red
10857620,2013,Vietti Barolo Lazzarito,750ml,"Italy, Piedmont, Barolo",1,125,,Red
10857604,2017,Vietti Barolo Lazzarito,750ml,"Italy, Piedmont, Barolo",1,145,,Red
10857635,2019,Vietti Barolo Lazzarito,750ml,"Italy, Piedmont, Barolo",1,115,,Red
10857633,2019,Vietti Barolo Monvigliero,750ml,"Italy, Piedmont, Barolo",1,130,,Red
10857629,2014,Vietti Barolo Rocche di Castiglione,750ml,"Italy, Piedmont, Barolo",1,130,Light label condition issue,Red
10857618,2017,Vietti Barolo Rocche di Castiglione,750ml,"Italy, Piedmont, Barolo",1,130,,Red
10857689,2018,Virna di Borgogno Barolo Noi,750ml,"Italy, Piedmont, Barolo",6,30,Light label condition issue,Red
10857653,2015,Weingut Schloss Gobelsburg Gruner Veltliner Lamm 1 ÖTW Kamptal,750ml,"Austria, Niederosterreich, Kamptal",1,45,,White
10857587,2015,Weingut Schloss Gobelsburg Riesling Zöbinger Heiligenstein,750ml,"Austria, Kamptal",1,40,,White
10864937,2006,William Fevre Chablis,750ml,"France, Burgundy, Chablis",1,30,Light label condition issue,White
10857046,2015,William Fevre Chablis Champs Royaux,1.5ltr,"France, Burgundy, Chablis",2,145,,White
10864262,2023,William Kelley Coteaux Bourguignons Escarottes,750ml,"France, Burgundy, Coteaux Bourguignons",1,50,,Red
10863676,2019,Yves Cuilleron Côte-Rôtie Lieu-dit Bonnivieres,750ml,"France, Rhône Valley, Northern Rhône",2,55,,Red
10857674,2020,Zind-Humbrecht Gewurztraminer,750ml,"France, Alsace",3,20,Light label condition issue,White
